7,0
1,0
1,0
0,0
1,0
1,0
1,0
1,0
0,0
1,0
0,0
0,0
1,0
0,0
0,0
0,0
0,0
1,0
0,0
0,0
1,0
0,1
1,1
0,1
0,1
0,1
1,1
0,1
1,1
0,1
0,1
0,1
0,1
0,1
1,1
1,1
1,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
1,1
1,1
0,1
0,1
0,1
1,1
1,1
1,1
0,1
1,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
1,1
0,1
0,1
1,1
0,1
0,1
0,1
0,1
1,1
1,1
0,1
0,1
0,1
0,2
0,2
1,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
1,2
0,2
0,2
0,2
0,2
0,2
1,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
1,2
0,2
1,2
1,2
0,2
1,2
0,2
0,2
0,2
1,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
0,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
1,3
0,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,4
1,4
0,4
1,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
1,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
1,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
1,4
0,4
0,4
1,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
1,4
0,4
0,4
0,5
1,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
1,5
0,5
0,5
0,5
1,5
0,5
0,5
1,5
0,5
0,5
0,5
1,5
0,5
0,5
1,5
1,5
0,5
1,5
0,5
0,5
1,5
0,5
0,5
0,5
1,5
1,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
1,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
1,5
0,5
0,5
0,5
0,5
0,5
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
1,6
1,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
1,6
0,6
0,6
0,6
1,6
1,6
0,6
0,6
1,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
1,6
0,6
0,6
0,6
0,6
0,6
1,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
1,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,8
0,8
0,8
0,8
0,8
0,8
0,8
1,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
1,8
0,8
1,8
1,8
0,8
1,8
1,8
0,8
0,8
0,8
1,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
1,8
0,8
1,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
1,8
0,8
0,8
0,8
0,8
1,8
1,8
0,8
0,8
0,8
1,8
1,8
0,8
0,9
0,9
0,9
1,9
0,9
0,9
0,9
0,9
0,9
0,9
0,9
0,9
0,9
1,9
1,9
0,9
0,9
0,9
0,9
0,9
0,9
0,9
0,9
0,9
0,9
1,9
0,9
0,9
1,9
0,9
0,9
0,9
1,9
0,9
0,9
0,9
0,9
0,9
1,9
1,9
0,9
0,9
0,9
0,9
0,9
0,9
1,9
0,9
0,9
0,9
1,9
1,9
0,9
0,9
0,9
0,9
0,9
0,9
0,9
0,9
0,10
0,10
0,10
0,10
0,10
0,10
0,10
0,10
0,10
0,10
1,10
0,10
0,10
1,10
0,10
0,10
1,10
0,10
0,10
0,10
0,10
0,10
0,10
0,10
1,10
0,10
0,10
1,10
0,10
1,10
1,10
1,10
1,10
1,10
0,10
0,10
1,10
0,10
0,10
0,10
0,10
0,10
0,10
0,10
0,10
0,10
0,10
1,10
0,10
1,10
1,10
0,10
0,10
0,10
1,10
0,10
0,10
0,10
0,10
0,10
1,11
0,11
0,11
0,11
0,11
1,11
0,11
0,11
0,11
0,11
0,11
1,11
0,11
0,11
0,11
0,11
0,11
1,11
0,11
0,11
1,11
0,11
1,11
1,11
0,11
0,11
0,11
0,11
0,11
1,11
0,11
0,11
0,11
0,11
0,11
0,11
0,11
0,11
0,11
0,11
0,11
0,11
0,11
0,11
0,11
0,11
0,11
1,11
0,11
0,11
1,11
1,11
0,11
0,11
0,11
0,11
1,11
1,11
0,11
0,11
1,11
0,12
0,12
0,12
1,12
0,12
0,12
0,12
0,12
1,12
0,12
0,12
0,12
0,12
1,12
0,12
0,12
0,12
0,12
0,12
1,12
0,12
0,12
0,12
0,12
1,12
0,12
0,12
1,12
3,12
0,12
0,12
0,12
0,12
1,12
0,12
0,12
0,12
0,12
0,12
0,12
1,12
0,12
1,12
1,12
0,12
0,12
1,12
0,12
0,12
0,12
0,12
0,12
0,12
0,12
0,12
0,12
2,12
0,12
0,12
0,12
1,13
0,13
0,13
0,13
0,13
0,13
0,13
1,13
0,13
1,13
1,13
1,13
1,13
1,13
0,13
0,13
0,13
0,13
1,13
2,13
0,13
0,13
0,13
0,13
0,13
0,13
2,13
0,13
0,13
2,13
1,13
0,13
2,13
1,13
1,13
0,13
1,13
2,13
1,13
0,13
1,13
1,13
0,13
1,13
3,13
0,13
1,13
1,13
0,13
3,13
0,13
1,13
1,13
1,13
1,13
1,13
0,13
1,13
0,13
2,13
0,14
1,14
1,14
1,14
1,14
3,14
0,14
0,14
0,14
0,14
0,14
1,14
0,14
1,14
0,14
1,14
1,14
2,14
1,14
0,14
1,14
2,14
0,14
0,14
0,14
0,14
1,14
1,14
1,14
2,14
1,14
0,14
0,14
1,14
3,14
1,14
1,14
3,14
1,14
0,14
2,14
0,14
1,14
1,14
2,14
1,14
0,14
3,14
1,14
0,14
0,14
1,14
0,14
2,14
0,14
0,14
0,14
0,14
3,14
0,14
1,15
1,15
1,15
0,15
1,15
1,15
1,15
1,15
3,15
0,15
0,15
1,15
3,15
0,15
0,15
3,15
0,15
1,15
0,15
1,15
2,15
0,15
1,15
2,15
3,15
1,15
2,15
0,15
1,15
1,15
1,15
2,15
0,15
0,15
0,15
0,15
1,15
0,15
0,15
1,15
0,15
0,15
0,15
2,15
1,15
0,15
1,15
0,15
2,15
0,15
1,15
1,15
1,15
0,15
0,15
2,15
2,15
1,15
2,15
0,15
1,16
2,16
0,16
1,16
1,16
2,16
0,16
0,16
0,16
0,16
2,16
1,16
0,16
2,16
0,16
1,16
1,16
1,16
2,16
1,16
0,16
2,16
0,16
0,16
2,16
1,16
0,16
0,16
2,16
1,16
1,16
0,16
1,16
0,16
0,16
2,16
1,16
0,16
0,16
2,16
1,16
1,16
0,16
2,16
0,16
1,16
1,16
0,16
0,16
0,16
1,16
1,16
0,16
0,16
0,16
1,16
0,16
1,16
2,16
0,16
0,17
1,17
0,17
1,17
0,17
1,17
1,17
0,17
0,17
0,17
0,17
2,17
0,17
0,17
0,17
0,17
0,17
1,17
1,17
0,17
0,17
0,17
0,17
1,17
0,17
0,17
0,17
0,17
0,17
0,17
2,17
0,17
1,17
0,17
0,17
0,17
0,17
0,17
2,17
0,17
0,17
1,17
0,17
1,17
0,17
0,17
2,17
0,17
2,17
1,17
0,17
0,17
1,17
1,17
0,17
0,17
0,17
0,17
1,17
0,17
0,17
0,18
0,18
1,18
0,18
0,18
1,18
0,18
0,18
0,18
0,18
1,18
0,18
0,18
0,18
1,18
0,18
1,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
1,18
2,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
1,18
0,18
0,18
1,18
0,18
0,18
0,18
0,18
0,18
2,18
0,18
1,18
0,18
1,18
0,18
0,18
2,18
0,18
0,18
0,18
0,18
0,18
1,18
0,18
1,18
0,18
0,19
0,19
0,19
1,19
0,19
0,19
1,19
0,19
0,19
0,19
1,19
0,19
0,19
0,19
0,19
1,19
0,19
1,19
1,19
0,19
2,19
1,19
0,19
1,19
1,19
1,19
2,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
1,19
1,19
0,19
0,19
0,19
1,19
0,19
0,19
0,19
0,19
0,19
0,19
1,19
0,19
0,19
0,19
0,19
0,19
0,19
1,19
0,19
0,19
0,19
0,19
0,20
0,20
0,20
0,20
0,20
0,20
0,20
0,20
0,20
0,20
0,20
0,20
0,20
0,20
0,20
0,20
0,20
1,20
0,20
0,20
0,20
0,20
0,20
0,20
0,20
0,20
0,20
0,20
0,20
0,20
0,20
0,20
0,20
0,20
0,20
0,20
0,20
0,20
1,20
0,20
0,20
0,20
1,20
0,20
0,20
0,20
0,20
0,20
0,20
0,20
0,20
0,20
0,20
0,20
0,20
0,20
0,20
0,20
0,20
0,20
0,21
0,21
0,21
0,21
0,21
0,21
0,21
0,21
0,21
0,21
0,21
0,21
0,21
0,21
0,21
0,21
0,21
0,21
0,21
0,21
0,21
0,21
0,21
0,21
0,21
1,21
0,21
0,21
0,21
0,21
0,21
0,21
0,21
0,21
0,21
0,21
0,21
0,21
1,21
0,21
0,21
1,21
0,21
0,21
1,21
0,21
0,21
0,21
0,21
0,21
0,21
0,21
0,21
0,21
0,21
0,21
1,21
0,21
0,21
0,21
0,22
0,22
0,22
0,22
0,22
0,22
0,22
0,22
0,22
0,22
0,22
0,22
0,22
0,22
0,22
0,22
0,22
0,22
0,22
0,22
0,22
1,22
0,22
0,22
0,22
0,22
0,22
0,22
0,22
0,22
0,22
0,22
0,22
0,22
0,22
0,22
0,22
0,22
0,22
0,22
0,22
1,22
0,22
0,22
0,22
0,22
0,22
0,22
0,22
0,22
0,22
0,22
0,22
0,22
0,22
0,22
0,22
0,22
0,22
0,22
0,22
0,23
0,23
0,23
0,23
0,23
0,23
0,23
0,23
0,23
0,23
0,23
0,23
0,23
0,23
0,23
0,23
0,23
1,23
0,23
0,23
0,23
0,23
0,23
0,23
1,23
0,23
0,23
0,23
0,23
0,23
0,23
0,23
0,23
0,23
0,23
